source_name,indicator_id,normalized_name,mapping_status,basis
Outpatient Clinics - Percentage of respondents to newly implemented outpatient clinic surveys,ind_b46b01ef3fb50626,Outpatient Clinics - Percentage of respondents to newly implemented outpatient clinic surveys,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Outpatient experience survey response rate (% returned),ind_0f479706141c7c70,Outpatient experience survey response rate (% returned),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Overall , on a scale of 1-10, how would you rate your transition to HDGH  ( responses 9 & 10 /10)",ind_6a34850f21b75b8a,"Overall , on a scale of 1-10, how would you rate your transition to HDGH ( responses 9 & 10 /10)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall Care Provider Experience,ind_fc02336a25c82c22,Overall Care Provider Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall Care top box responses (ratings of 9-10),ind_2857b59cbce9d1be,Overall Care top box responses (ratings of 9-10),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall Patient Experience,ind_091b614b6fad795b,Overall Patient Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall Perception of Care - MH Inpatient,ind_fd5f6e3c6fe3b64f,Overall Perception of Care - MH Inpatient,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall Rating of Experience,ind_73a55998c13c17ef,Overall Rating of Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall Rating of Experience Emergency Department,ind_926ced202f661c84,Overall Rating of Experience Emergency Department,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall care provider Experience,ind_029ecf6a6eaaacd2,Overall care provider Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall care provider experience.,ind_dc4912b91256fce5,Overall care provider experience.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall experience score in patient experience survey,ind_403091ee5ad3275a,Overall experience score in patient experience survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall incidents of Harm that reach the patient,ind_fe8d1f5e73bc3109,Overall incidents of Harm that reach the patient,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall incidents of harm that reach the patient,ind_11608d60e7da47aa,Overall incidents of harm that reach the patient,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall patient experience,ind_3d86e29594a1d682,Overall patient experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Overall percentage of “Excellent and Good” responses to the question “Overall, how would you rate your experience at Toronto Grace?” from the Patient Satisfaction survey",ind_957dfd4058cca568,"Overall percentage of “Excellent and Good” responses to the question “Overall, how would you rate your experience at Toronto Grace?” from the Patient Satisfaction survey",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall rating of experience (Emergency Department),ind_7b80ea72e24f0e8b,Overall rating of experience (Emergency Department),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overall rating of experience (Inpatient Medicine/Surgery),ind_7b9e0bed3af527ae,Overall rating of experience (Inpatient Medicine/Surgery),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overdue Discharge Summaries & Operative Notes,ind_324098a66232689b,Overdue Discharge Summaries & Operative Notes,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Overdue Preventative Maintenance Backlog for Non-Low Risk Devices,ind_173b2ed149e0a13d,Overdue Preventative Maintenance Backlog for Non-Low Risk Devices,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Participation in Delirium Aware Safer Care (DASH) Campaign,ind_ddc04349d2f0143d,Participation in Delirium Aware Safer Care (DASH) Campaign,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Consults in the ACTU,ind_143b3b2b02928d6c,Patient Consults in the ACTU,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patient Experience ""Rate your experience 0-10""",ind_48a60292ec779469,"Patient Experience ""Rate your experience 0-10""",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patient Experience - Cultural Sensitivity - measures the % of  Inpatients who responded positively to the Ontario Perceptions of Care (OPOC) question ""Staff were sensitive to my cultural needs (eg. Religion, Language, ethnic background, race )",ind_65ebc53cc63bdfd8,"Patient Experience - Cultural Sensitivity - measures the % of Inpatients who responded positively to the Ontario Perceptions of Care (OPOC) question ""Staff were sensitive to my cultural needs (eg. Religion, Language, ethnic background, race )",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patient Experience - If long stay care were needed for another family member or friend, would you recommend this facility?",ind_6a9f5017be18a149,"Patient Experience - If long stay care were needed for another family member or friend, would you recommend this facility?",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience - Involve you in decisions about your treatment - MSH 12S,ind_e46ee0219b72f2d7,Patient Experience - Involve you in decisions about your treatment - MSH 12S,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience - Involve you in decisions about your treatment - MSH 9S,ind_b3d72b74b2ec4cfb,Patient Experience - Involve you in decisions about your treatment - MSH 9S,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience - Involve you in decisions about your treatment - MSH Antenatal,ind_0756a1ab5287a6dd,Patient Experience - Involve you in decisions about your treatment - MSH Antenatal,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patient Experience - Percentage of patients responding definitely (top box) to the question ""Would you recommend this hospital to """,ind_d0a6c027fed9a46d,"Patient Experience - Percentage of patients responding definitely (top box) to the question ""Would you recommend this hospital to """,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patient Experience - Percentage of patients responding definitely (top box) to the question ""Would you recommend this hospital""",ind_50089e0f997db527,"Patient Experience - Percentage of patients responding definitely (top box) to the question ""Would you recommend this hospital""",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience Measures,ind_12b0972fbac73430,Patient Experience Measures,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience – Overall Care:  # of top box responses (ratings of 9-10) for overall care / total # respondents,ind_ca9084c3674aa08c,Patient Experience – Overall Care: # of top box responses (ratings of 9-10) for overall care / total # respondents,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience. % of respondents who have selected Top Box responses (9/10 ratings) for overall experience - Day Surgery and Outpatient,ind_791d686f4019f9f4,Patient Experience. % of respondents who have selected Top Box responses (9/10 ratings) for overall experience - Day Surgery and Outpatient,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience: Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?,ind_4ce2563cf7a36fe5,Patient Experience: Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience: Percent of patients who report that the care received from their healthcare providers was compassionate,ind_a525242464a36874,Patient Experience: Percent of patients who report that the care received from their healthcare providers was compassionate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience: Percent of patients who report that the care they received from their healthcare providers was compassionate.,ind_051ff1e9cedd2ffb,Patient Experience: Percent of patients who report that the care they received from their healthcare providers was compassionate.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience: Percentage of unit leader engagement with the newly created patient experience measurement dashboards based on the digital patient experience survey results.,ind_64b484a88b55d33d,Patient Experience: Percentage of unit leader engagement with the newly created patient experience measurement dashboards based on the digital patient experience survey results.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Experience: Would you recommend inpatient care to your friends and family?,ind_164df8731a839af4,Patient Experience: Would you recommend inpatient care to your friends and family?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Falls per 1000 Patient Days,ind_8984d51191351121,Patient Falls per 1000 Patient Days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Health Equity Survey Completion Rate,ind_3f74690089d73df7,Patient Health Equity Survey Completion Rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Health Equity Survey Completion Rate*:  % active patient completion of the “We Ask Because We Care” survey (includes partial and no consent responses),ind_448a0fe64184db6f,Patient Health Equity Survey Completion Rate*: % active patient completion of the “We Ask Because We Care” survey (includes partial and no consent responses),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Identification errors,ind_8b5bea28bb629e79,Patient Identification errors,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Navigator,ind_6cbd2d51ac0b030d,Patient Navigator,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Relations Review,ind_4fd3df58713b3e10,Patient Relations Review,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Resources Review,ind_d9d5f0e8f7d514f3,Patient Resources Review,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Safety Culture Survey - ‘Overall Rating Score’?,ind_e45109dcf741f8fa,Patient Safety Culture Survey - ‘Overall Rating Score’?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Safety: Rate of Falls,ind_faf273128390820c,Patient Safety: Rate of Falls,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient Safety: Rate of Falls(All falls),ind_c86e5fa0eeb9f94e,Patient Safety: Rate of Falls(All falls),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient and Caregiver Delirium Education,ind_96e372697b942552,Patient and Caregiver Delirium Education,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient experience: Did you receive enough information when you left the hospital?,ind_3bce33376ccdc6e3,Patient experience: Did you receive enough information when you left the hospital?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient experience: Would you recommend inpatient care to your friends and family?,ind_76ab30a284c6de57,Patient experience: Would you recommend inpatient care to your friends and family?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient experience: Would you recommend the emergency department?,ind_8a045123b1864c6c,Patient experience: Would you recommend the emergency department?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient experience: Would you recommend this hospital to family or friends if they needed this type of care?,ind_f2ce28bfeadd423e,Patient experience: Would you recommend this hospital to family or friends if they needed this type of care?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient falls (for every 1000 patient days),ind_394f8212a2d653c5,Patient falls (for every 1000 patient days),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient falls with harm level of Moderate or worse per 1000 inpatient days,ind_24fc6d822a8705ed,Patient falls with harm level of Moderate or worse per 1000 inpatient days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patient falls with harm severity level of Moderate or worse per 1000 inpatient days,ind_1b2933b5b550a700,Patient falls with harm severity level of Moderate or worse per 1000 inpatient days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patient falls/1,000 Patient Days",ind_328d61e47925eb45,"Patient falls/1,000 Patient Days",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Patients report feeling welcomed, respected, and free from discrimination while receiving care. Responses include: Always and Usually",ind_2ef767dec21afd36,"Patients report feeling welcomed, respected, and free from discrimination while receiving care. Responses include: Always and Usually",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Patients report their cultural needs were respected,ind_d6aded97a1c96c0f,Patients report their cultural needs were respected,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Peer Mentor Program,ind_48834037d4507e8c,Peer Mentor Program,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
People Leader Completion of 3 EDI Learning Modules =  #  People Leaders with completion of 3 EDI Foundations iLearn modules (EDI Foundations in Health Equity + EDI Foundations in Gender Diversity + EDI Foundations in Anti-Black Racism),ind_72400970c9a820b2,People Leader Completion of 3 EDI Learning Modules = # People Leaders with completion of 3 EDI Foundations iLearn modules (EDI Foundations in Health Equity + EDI Foundations in Gender Diversity + EDI Foundations in Anti-Black Racism),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
People Wellness,ind_e07fbef4c6be6989,People Wellness,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent 'excellent' rating by clients and/or families to the question: Overall how would you rate Holland Bloorview?,ind_e5f5df51416a4c36,Percent 'excellent' rating by clients and/or families to the question: Overall how would you rate Holland Bloorview?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent Physician Initial Assessment (PIA) completed within CTAS target time,ind_e3b290b1ece87b3f,Percent Physician Initial Assessment (PIA) completed within CTAS target time,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent completion of the We Count! questions,ind_e955adc201b47aeb,Percent completion of the We Count! questions,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent completion of the We Count! survey,ind_faa15c89bf5342ee,Percent completion of the We Count! survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent discharge summaries sent from hospital to community care provider within 48 hours of discharge,ind_8db9f6d8f0c4c1ea,Percent discharge summaries sent from hospital to community care provider within 48 hours of discharge,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of 4AT delirium screens accompanied by prevention and management interventions,ind_e3c693a58312ce4b,Percent of 4AT delirium screens accompanied by prevention and management interventions,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of Best Possible Medication correctly completed at admission to  ACUTE,ind_3aebfd3814a1253d,Percent of Best Possible Medication correctly completed at admission to ACUTE,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of ED Patients who were discharged without vital signs being taken.,ind_5940e1e91a9cb96d,Percent of ED Patients who were discharged without vital signs being taken.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of Emergency Patients who identify as Indigenous who rate Brightshores as 8, 9 or 10 on overall patient experience rating",ind_13c58593179e39df,"Percent of Emergency Patients who identify as Indigenous who rate Brightshores as 8, 9 or 10 on overall patient experience rating",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of Medication reconciliation forms filled out for admission to ACUTE that were 100% correct,ind_bbfadb34e18b501a,Percent of Medication reconciliation forms filled out for admission to ACUTE that were 100% correct,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of Patients/Clients who completed sociodemographic data collection questions during ER visit and Admission to Acute,ind_4148c10c68e8273a,Percent of Patients/Clients who completed sociodemographic data collection questions during ER visit and Admission to Acute,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of Staff members who recommend the organization as a good place to work.,ind_6b733ddffc398181,Percent of Staff members who recommend the organization as a good place to work.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of active full-time and part-time staff and physicians that complete the prescribed, risk appropriate workplace violence education in 2026-27.",ind_5d63f00f8a940420,"Percent of active full-time and part-time staff and physicians that complete the prescribed, risk appropriate workplace violence education in 2026-27.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of all ED visits occurring in Pink Zone (regardless of Pink Zone CTAS level),ind_fcefa76b2ef2cea2,Percent of all ED visits occurring in Pink Zone (regardless of Pink Zone CTAS level),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of care completed within the clinically recommended window,ind_11b341e9bc4a73b1,Percent of care completed within the clinically recommended window,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of eligible leaders who have completed High Reliability Organization training,ind_d38f8ca6eda8fc1d,Percent of eligible leaders who have completed High Reliability Organization training,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of eligible leaders who have completed Indigenous Health education,ind_4cff662cd6682c73,Percent of eligible leaders who have completed Indigenous Health education,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of falls that result in any injury:  the number of falls that result in any injury divided by the total number of falls that occurred.,ind_0d00fe676d276d82,Percent of falls that result in any injury: the number of falls that result in any injury divided by the total number of falls that occurred.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of front-line staff and physicians in the past 12 months who have experienced or witnessed unfair treatment or discrimination at work based on personal characteristics.,ind_0d1b94c8438f8146,Percent of front-line staff and physicians in the past 12 months who have experienced or witnessed unfair treatment or discrimination at work based on personal characteristics.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of inpatient admissions with an estimated date of discharge (EDD) documented in the Electronic Medical Record (EMR) within four days of admission.,ind_a4c943149b81020d,Percent of inpatient admissions with an estimated date of discharge (EDD) documented in the Electronic Medical Record (EMR) within four days of admission.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of inpatient discharges from Finch Family Mental Health Building Assessment, Treatment and Rehabilitation Units that have an ambulatory follow-up visit scheduled within 7 days of discharge",ind_44b30ad492e68ed9,"Percent of inpatient discharges from Finch Family Mental Health Building Assessment, Treatment and Rehabilitation Units that have an ambulatory follow-up visit scheduled within 7 days of discharge",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of leaders who indicated that their understanding of EDI was improved following completion of St. Joseph's standardized Equity, Diversity, Inclusion education.",ind_abd35e42bb318613,"Percent of leaders who indicated that their understanding of EDI was improved following completion of St. Joseph's standardized Equity, Diversity, Inclusion education.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of long stay visits where patients requesting support from Indigenous Patient Services, received support on same day.",ind_318561b7cc81de27,"Percent of long stay visits where patients requesting support from Indigenous Patient Services, received support on same day.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of patient falls that result in any injury,ind_2168c99a8dfdaad0,Percent of patient falls that result in any injury,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of patients that chose 8,9 or 10 when asked to rate their overall experience. 0 - I had a very poor experience 10 - I had a very good experience.Post-Discharge Phone Call + Digital Survey (Inpatient + ED)",ind_340c78f7bdf63b60,"Percent of patients that chose 8,9 or 10 when asked to rate their overall experience. 0 - I had a very poor experience 10 - I had a very good experience.Post-Discharge Phone Call + Digital Survey (Inpatient + ED)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of patients that identify as Indigenous that chose 8, 9, or 10 when asked to rate their overall experience from 0-10.Post-Discharge Phone Call + Digital Survey (Inpatient + ED)",ind_0c183a05a0ff0113,"Percent of patients that identify as Indigenous that chose 8, 9, or 10 when asked to rate their overall experience from 0-10.Post-Discharge Phone Call + Digital Survey (Inpatient + ED)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of patients who report that the care received from their healthcare providers was compassionate.,ind_eff5c30e1bf0a832,Percent of patients who report that the care received from their healthcare providers was compassionate.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent of patients who visited the ED and left without being seen by a physician,ind_06590f50f65eac7e,Percent of patients who visited the ED and left without being seen by a physician,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of patients who visited the ED and left without being seen by a physician, and received a follow up call.",ind_7427ebd174da0a52,"Percent of patients who visited the ED and left without being seen by a physician, and received a follow up call.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of respondents who responded with ""Very Good"" or ""Excellent to the following questions""  Overall, how would you rate the organization as a place to work?""",ind_66f40ae165c4c2eb,"Percent of respondents who responded with ""Very Good"" or ""Excellent to the following questions"" Overall, how would you rate the organization as a place to work?""",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of respondents who responded with ""Very Good"" or Excellent"" to the following questions.",ind_01e0b2bc312470a9,"Percent of respondents who responded with ""Very Good"" or Excellent"" to the following questions.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of staff/medical staff participating in research, quality improvement or innovation",ind_3aca7b081b9cf5e7,"Percent of staff/medical staff participating in research, quality improvement or innovation",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent of staff/medical staff participating in research, quality improvement, or innovation",ind_0bbcdf3b1443bfd0,"Percent of staff/medical staff participating in research, quality improvement, or innovation",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent positive engagement scores on workforce survey,ind_b59167a866124dd1,Percent positive engagement scores on workforce survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent positive responses (“always” and “most of the time”) to the question - Are you kept well-informed about your progress in areas that are important to you?,ind_b7f76be0ce3c8f15,Percent positive responses (“always” and “most of the time”) to the question - Are you kept well-informed about your progress in areas that are important to you?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percent positive responses to the annual OPOC survey question ""Staff understood and responded to my needs and concerns.""  (Survey Question # 21)Inpatient Population Only2024 Annual OPOC Survey",ind_36926c9f06cd93f7,"Percent positive responses to the annual OPOC survey question ""Staff understood and responded to my needs and concerns."" (Survey Question # 21)Inpatient Population Only2024 Annual OPOC Survey",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent positive responses to the question - Are you kept well-informed about your progress in areas that are important to you?,ind_6bfdd382106a20ba,Percent positive responses to the question - Are you kept well-informed about your progress in areas that are important to you?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent positive score on CHEO engagement survey,ind_353faa26da215eaf,Percent positive score on CHEO engagement survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percent positive score on our engagement survey,ind_88a1faf7c99de1ff,Percent positive score on our engagement survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage (%) Surgical Long Waiters,ind_7c328525e5eba5cf,Percentage (%) Surgical Long Waiters,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage (%) of  Identified Leaders who have Completed Equity, Diversity and Inclusion and Anti-Racism Education",ind_ecace67bab1d6119,"Percentage (%) of Identified Leaders who have Completed Equity, Diversity and Inclusion and Anti-Racism Education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage (%) of  Staff Leaders, Physician Leaders, Board and Community Members who have Completed Equity, Diversity and Inclusion and Anti-Racism Education",ind_472d1354fa59548b,"Percentage (%) of Staff Leaders, Physician Leaders, Board and Community Members who have Completed Equity, Diversity and Inclusion and Anti-Racism Education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage (%) of family member, loved one, or care partner respondents who respond 'Very Satisfied' or 'Satisfied' to: ""How satisfied are you with your level of involvement in your loved one’s care planning and healthcare decisions?""",ind_c54b5d7a7857c35a,"Percentage (%) of family member, loved one, or care partner respondents who respond 'Very Satisfied' or 'Satisfied' to: ""How satisfied are you with your level of involvement in your loved one’s care planning and healthcare decisions?""",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage (%) of patients who visited the Emergency Department and left without being seen by a Provider,ind_28f6a91b7a3c9cc2,Percentage (%) of patients who visited the Emergency Department and left without being seen by a Provider,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage Reduction in Carbon Emissions ,ind_7b76d9f3ed045b6f,Percentage Reduction in Carbon Emissions,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage Reduction in Carbon Emissions from Facility Operations,ind_7fb49677e8f46038,Percentage Reduction in Carbon Emissions from Facility Operations,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage care within the clinically recommended window,ind_82503e6696c69f05,Percentage care within the clinically recommended window,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage increase of Waste Diversion Rate(reduce waste sent to landfill),ind_cc06a6e14fedee1d,Percentage increase of Waste Diversion Rate(reduce waste sent to landfill),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of 'staff and physicians' will comply with all 'moments of hand hygiene'.,ind_54eb9d0a816465e0,Percentage of 'staff and physicians' will comply with all 'moments of hand hygiene'.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Bedside Medication Verification (BMV) rate,ind_5119487f7185f906,Percentage of Bedside Medication Verification (BMV) rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Board and Management staff who have completed equity, diversity, inclusion, and anti-racism and Forced Labour/Child Labour education.",ind_9db531cd79ac0a83,"Percentage of Board and Management staff who have completed equity, diversity, inclusion, and anti-racism and Forced Labour/Child Labour education.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of Board and executives who have completed relevant equity, diversity, inclusion, and anti-racism education",ind_eec0edeac4a28e4d,"Percentage of Board and executives who have completed relevant equity, diversity, inclusion, and anti-racism education",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of CTAS 2 and 3 patients who visited the ED and left without being seen by a physician.,ind_85a0e998ee60de64,Percentage of CTAS 2 and 3 patients who visited the ED and left without being seen by a physician.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of ED patients initially misdiagnosed but later confirmed to have sepsis (ICD-10 codes A40, A41, R65.2, etc.) during admission or within 48 hours of discharge.",ind_73914b4969dcaf1e,"Percentage of ED patients initially misdiagnosed but later confirmed to have sepsis (ICD-10 codes A40, A41, R65.2, etc.) during admission or within 48 hours of discharge.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of ED patients initially misdiagnosed but later confirmed to have sepsis (ICD-10 codes A40, A41, R65.2, etc.) either during admission or within 48 hours after discharge.",ind_209117cfef6fa7e7,"Percentage of ED patients initially misdiagnosed but later confirmed to have sepsis (ICD-10 codes A40, A41, R65.2, etc.) either during admission or within 48 hours after discharge.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Percentage of ED respondents who responded “completely” to the following question: ""Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?""",ind_fed8017d772e6d23,"Percentage of ED respondents who responded “completely” to the following question: ""Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?""",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of ED return visits within 7 days of discharge from ED resulting in admission with an acute myocardial infection (AMI),ind_141d41d2ba99d8cd,Percentage of ED return visits within 7 days of discharge from ED resulting in admission with an acute myocardial infection (AMI),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of ED visits for individuals with sickle cell disease triaged with high severity (CTAS 1 or 2),ind_76002f26f7141f1f,Percentage of ED visits for individuals with sickle cell disease triaged with high severity (CTAS 1 or 2),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Emergency Department (ED) patients initially undiagnosed with blastomycosis but later confirmed to have blastomycosis (ICD-10 codes B40.0–B40.9) during admission or within 48 hours after discharge.,ind_3d0a4a6bfceaaee4,Percentage of Emergency Department (ED) patients initially undiagnosed with blastomycosis but later confirmed to have blastomycosis (ICD-10 codes B40.0–B40.9) during admission or within 48 hours after discharge.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Emergency Department patients reassessed within the recommended timeframes according to ECTAS score.,ind_bd4c4358368e3f3c,Percentage of Emergency Department patients reassessed within the recommended timeframes according to ECTAS score.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Percentage of Emergency Department patients receiving initial nursing pre-triage contact upon arrival,ind_473ea6f57202d61b,Percentage of Emergency Department patients receiving initial nursing pre-triage contact upon arrival,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
