source_record_id,unit_raw,population_raw,normalized_unit,normalized_population,context_compatible,review_reasons,datasource_period_raw
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_177,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_178,%,Discharged patients ,percent,discharged patients,true,[],In house data collection  / local data / most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_179,%,Staff,percent,staff,true,[],In house data collection  / Local Data / 12-month consecutive data
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_180,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_181,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_182,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_183,%,Staff,percent,staff,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_184,%,All inpatients,percent,all inpatients,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_185,%,All inpatients,percent,all inpatients,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_186,%,All inpatients,percent,all inpatients,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_187,%,Staff,percent,staff,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_188,%,Staff,percent,staff,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_189,%,Staff,percent,staff,true,[],In house data collection  / Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_190,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_191,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_192,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April -October 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_193,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / April -October 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_194,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / Not previously reported
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_195,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / Not previously reported
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_196,Count,Staff,count,staff,true,[],Local data collection / Jul 2022-Jun 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_197,Count,Staff,count,staff,true,[],Local data collection / Jul 2022-Jun 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_198,Count,Staff,count,staff,true,[],Local data collection / Jul 2022-Jun 2023
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_199,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Q3 23/24 = 65%
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_200,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Q3 23/24 = 65%
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_201,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Q3 23/24 = 65%
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_202,Number,All patients,count,all patients,true,[],"Hospital collected data / 822 represents the 12 months ended Sep 30,23"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_203,Number,All patients,count,all patients,true,[],"Hospital collected data / 822 represents the 12 months ended Sep 30,23"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_204,Number,All patients,count,all patients,true,[],"Hospital collected data / 822 represents the 12 months ended Sep 30,23"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_205,Rate,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Hospital collected data / 3.9 represents Q3 YTD 23-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_206,Rate,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Hospital collected data / 3.9 represents Q3 YTD 23-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_207,Rate,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Hospital collected data / 3.9 represents Q3 YTD 23-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_208,Rate,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Hospital collected data / 59.2 represents Q3 YTD 23-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_209,Rate,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Hospital collected data / 59.2 represents Q3 YTD 23-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_210,Rate,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Hospital collected data / 59.2 represents Q3 YTD 23-24
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_211,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_212,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_213,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_214,%,All inpatients,percent,all inpatients,true,[],Hospital collected data / Annual Survey
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_215,%,All inpatients,percent,all inpatients,true,[],Hospital collected data / Annual Survey
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_216,%,All inpatients,percent,all inpatients,true,[],Hospital collected data / Annual Survey
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_217,%,All inpatients,percent,all inpatients,true,[],Hospital collected data / Annual Survey
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_218,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_219,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_220,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_221,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_222,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_223,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_224,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_225,%,Staff,percent,staff,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_226,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_227,Count,Staff,count,staff,true,[],Local data collection / Most recent consecutive 12-month period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_228,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_229,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_230,%,Survey respondents,percent,survey respondents,true,[],Other / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_231,%,Survey respondents,percent,survey respondents,true,[],Other / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_232,%,Survey respondents,percent,survey respondents,true,[],Other / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_233,Number,Staff,count,staff,true,[],Hospital collected data / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_234,Number,Staff,count,staff,true,[],Hospital collected data / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_235,Number,People,count,people,true,[],HSSO CHRIS / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_236,Number,People,count,people,true,[],HSSO CHRIS / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_237,%,Staff,percent,staff,true,[],Hospital collected data / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_238,%,Staff,percent,staff,true,[],Hospital collected data / April 1 2024 to March 31 2025
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_239,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_240,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_241,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_242,Ratio (No unit),ALC patients,ratio,alc patients,true,[],WTIS / Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_243,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / April 1, 2022 - March 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_244,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / April 1, 2022 - March 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_245,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / April 1, 2022 - March 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_246,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / April 1, 2023 - Oct 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_247,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / April 1, 2023 - Oct 31, 2023"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_248,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Q2 July - Sept 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_249,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Q2 July - Sept 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_250,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Q2 July - Sept 2024
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_251,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_252,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / Q1 April-June 2024, rolling 4 quarter average"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_253,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Local data collection / Q1 April-June 2024, rolling 4 quarter average"
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_254,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most Recent Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_255,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most Recent Quarter
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_256,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most recent consecutive 12-month period reviewed quarterly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_257,Other,Staff,unknown,staff,false,"[""unknown_unit_or_population""]",Local data collection / most recent 12 month consecutive period
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_258,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_259,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_260,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_261,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_262,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_263,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_264,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_265,%,Staff,percent,staff,true,[],Local data collection / Other
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_266,%,Discharged patients ,percent,discharged patients,true,[],EMR/Chart Review / Q2-3
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_267,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_268,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_269,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_270,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_271,%,All patients,percent,all patients,true,[],Hospital collected data / Monthly
file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_272,%,All patients,percent,all patients,true,[],Hospital collected data / Monthly
