cycle_id,organization_id,indicator_id,plan_fiscal_year,progress_report_fiscal_year,cycle_valid,match_status,match_method,review_reasons,ed_scope,direction,normalized_unit,normalized_population,comparable,context_provenance,comparison_basis,observation_period_status,baseline_periods_raw,previous_value,previous_status,previous_values_raw,target_value,target_status,target_values_raw,current_value,current_status,current_values_raw,outcome_class,performance_change,performance_change_pct,improvement_pct,target_met,outcome_reason,target_reason,workplan_row_count,progress_row_count,workplan_source_ids,progress_source_ids,intervention_count,workplan_intervention_count,progress_only_intervention_count,implementation_status,implementation_conflict_count,region_values,hospital_model_values,reporting_period_verified,population_verified,unit_verified,comparison_eligible,comparison_exclusion_reasons,reporting_period_evidence,reporting_period_evidence_source_ids,baseline_start,baseline_end,followup_start,followup_end,primary_analysis_period,analysis_eligible,analysis_exclusion_reason,numeric_change_candidate,category_count_per_cycle,classified_category_count_per_cycle,single_category_cycle,multi_category_cycle,has_unclassified_interventions,single_classified_category_cycle,hospital_model,region
cycle_73dc26e6a61779c16334,org_88d1777726b4c9e7,ind_e45109dcf741f8fa,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,staff,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Staff survey / Year to date""]",61.00,numeric,"[""61.00""]",64.00,numeric,"[""64.00""]",57.00,numeric,"[""57.00""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1432"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1433"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1434"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1435""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1040"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1041"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1042"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1043""]",4,4,0,Implemented,0,"[""West Region""]","[""Teaching Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,2,1,false,true,true,false,Teaching Hospital,West Region
cycle_62ae12341c4f9f130b36,org_88d1777726b4c9e7,ind_e7cd9b5804f1c518,2025/26,2026/27,true,matched,exact,[],included,lower_is_better,hours,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Other""]",5.90,numeric,"[""5.90""]",6.00,numeric,"[""6.00""]",5.80,numeric,"[""5.80""]",Insufficient data,,,,,"[""reporting_period_unverified""]","[""reporting_period_unverified""]",2,2,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1507"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1508""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_1197"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_1198""]",2,2,0,Implemented,0,"[""West Region""]","[""Teaching Hospital""]",false,true,true,false,"[""reporting_period_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,true,false,reporting_period_unverified,true,2,1,false,true,true,false,Teaching Hospital,West Region
cycle_92d75b710bed866b6ace,org_88d1777726b4c9e7,ind_eec0edeac4a28e4d,2024/25,2025/26,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,percent,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / Most recent consecutive 12-month period""]",,CB,"[""CB""]",100.00,numeric,"[""100.00""]",100.00,numeric,"[""100.00""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""previous_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",3,3,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1425"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1426"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1427""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1048"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1049"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_1050""]",3,3,0,Implemented,0,"[""West Region""]","[""Teaching Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Teaching Hospital,West Region
cycle_0f7c51c2d751043fbe5d,org_88d1777726b4c9e7,ind_ef4a9573ead4ee92,2024/25,2025/26,true,workplan_only,,"[""workplan_only""]",included,lower_is_better,hours,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Other""]",28.70,numeric,"[""28.70""]",23.00,numeric,"[""23.00""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",3,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1422"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1423"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1424""]",[],3,3,0,Unknown,0,"[""West Region""]","[""Teaching Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,insufficient first-cycle ED longitudinal coverage,false,1,0,true,false,true,false,Teaching Hospital,West Region
cycle_92c73ad1b39d62b69af5,org_88d1777726b4c9e7,ind_ef4a9573ead4ee92,2025/26,2026/27,true,workplan_only,,"[""workplan_only""]",included,lower_is_better,hours,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Other""]",22.95,numeric,"[""22.95""]",22.00,numeric,"[""22.00""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",2,0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1505"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1506""]",[],2,2,0,Unknown,0,"[""West Region""]","[""Teaching Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,true,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,0,true,false,true,false,Teaching Hospital,West Region
cycle_3250e82d4c51f21d1e0a,org_8cdff0e3f84b8a72,ind_3583b157700e4d66,2024/25,2025/26,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,percent,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Hospital collected data / 24/25""]",,CB,"[""CB""]",100.00,numeric,"[""100.00""]",100.00,numeric,"[""100.00""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""previous_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1579""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_153""]",1,1,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Central Region
cycle_9c5a3f964824b764c8ef,org_8cdff0e3f84b8a72,ind_5b2e1352e31909e8,2025/26,2026/27,true,matched,exact,[],included,lower_is_better,count,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,partial_period_hint,"[""CIHI NACRS / Fiscal Year""]",22.69,numeric,"[""22.69""]",21.56,numeric,"[""21.56""]",28.04,numeric,"[""28.04""]",Insufficient data,,,,,"[""reporting_periods_not_comparable""]","[""reporting_periods_not_comparable""]",2,2,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1638"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1639""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_172"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_173""]",2,2,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",true,true,true,false,"[""reporting_periods_not_comparable""]",Progress commentary explicitly identifies the baseline as Q1/Q2 2024 and current value as full FY2024/25. Ontario Health 2025/26 specifications p9 corroborate baseline dates. Windows overlap and differ in duration; neither is a post-2025/26 implementation window. No replacement narrative value used.,"[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_172"", ""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_173""]",2024-04-01,2024-09-30,2024-04-01,2025-03-31,true,false,reporting_periods_not_comparable,true,1,1,true,false,false,true,Large Community Hospital,Central Region
cycle_25f6bf576df7f9c01164,org_8cdff0e3f84b8a72,ind_6636a38f7ccb4d1b,2025/26,2026/27,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""In house data collection  / IPUP 2024 results""]",5.30,numeric,"[""5.30""]",4.77,numeric,"[""4.77""]",3.60,numeric,"[""3.60""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",2,2,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1640"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1641""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_174"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_175""]",2,2,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,2,2,false,true,false,false,Large Community Hospital,Central Region
cycle_58ee4b9f68728db7c573,org_8cdff0e3f84b8a72,ind_a8f6cca5fe8befdf,2025/26,2026/27,true,workplan_only,,"[""workplan_only""]",excluded,lower_is_better,percent,hospital admitted patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI DAD / Quarter""]",1.12,numeric,"[""1.12""]",1.34,numeric,"[""1.34""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",1,0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1636""]",[],1,1,0,Unknown,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,0,true,false,true,false,Large Community Hospital,Central Region
cycle_1d328052622ab4963e1a,org_8cdff0e3f84b8a72,ind_c1306461f3f82721,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,hours,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Dec. 1/22 - Nov. 30/23""]",5.90,numeric,"[""5.90""]",3.20,numeric,"[""3.20""]",5.20,numeric,"[""5.20""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1577""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_151""]",1,1,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Central Region
cycle_16c0fe6e179873ce5f12,org_8cdff0e3f84b8a72,ind_c5cdf865516d3f3c,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,days,all acute patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""DAD,CIHI,OHIP-CHDB,CAPE,CPDB / 24/25""]",12.30,numeric,"[""12.30""]",8.83,numeric,"[""8.83""]",6.90,numeric,"[""6.90""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1578""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_152""]",1,1,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Central Region
cycle_ec74575051839a959fba,org_8cdff0e3f84b8a72,ind_e7cd9b5804f1c518,2025/26,2026/27,true,matched,exact,[],included,lower_is_better,hours,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,partial_period_hint,"[""CIHI NACRS / Other""]",4.77,numeric,"[""4.77""]",4.53,numeric,"[""4.53""]",4.80,numeric,"[""4.80""]",Insufficient data,,,,,"[""reporting_period_unverified""]","[""reporting_period_unverified""]",1,1,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1637""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_171""]",1,1,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,true,true,false,"[""reporting_period_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,true,false,reporting_period_unverified,true,1,1,true,false,false,true,Large Community Hospital,Central Region
cycle_11c7b25b41440d7466dc,org_8da317d44c92d2eb,ind_14b2aa231960472c,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Other / April 2023- March 2024""]",,CB,"[""CB""]",75.00,numeric,"[""75.00""]",26.80,numeric,"[""26.80""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""previous_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_601""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_404""]",1,1,0,Implemented,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Toronto Region
cycle_1b5bb854fe462e04736d,org_8da317d44c92d2eb,ind_25d6d352b6b9f2a1,2025/26,2026/27,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,minutes,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Other / Dec 2024-Nov 2025""]",129.70,numeric,"[""129.70""]",60.00,numeric,"[""60.00""]",40.20,numeric,"[""40.20""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",3,3,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_670"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_671"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_672""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_447"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_448"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_449""]",3,3,0,Implemented,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,3,3,false,true,false,false,Large Community Hospital,Toronto Region
cycle_26844802a8aa6bc6c937,org_8da317d44c92d2eb,ind_37478f8fb5db2bb6,2024/25,2025/26,true,workplan_only,,"[""incompatible_indicator_unit"",""workplan_only""]",excluded,lower_is_better,percent,staff,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / Other""]",0.80,numeric,"[""0.80""]",0.60,numeric,"[""0.60""]",,missing,[],Insufficient data,,,,,"[""incompatible_indicator_unit"",""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""incompatible_indicator_unit"",""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",3,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_592"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_593"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_594""]",[],3,3,0,Unknown,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,3,2,false,true,true,false,Large Community Hospital,Toronto Region
cycle_c42bdec6a8b228b053c1,org_8da317d44c92d2eb,ind_3dcbbeac5014b126,2025/26,2026/27,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,percent,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,partial_period_hint,"[""Other / April  2025- March 2026""]",26.00,numeric,"[""26.00""]",50.00,numeric,"[""50.00""]",47.60,numeric,"[""47.60""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",3,3,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_676"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_677"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_678""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_456"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_457"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_458""]",3,3,0,Implemented,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,2,1,false,true,true,false,Large Community Hospital,Toronto Region
cycle_cfcfc4a8674fe8f4602a,org_8da317d44c92d2eb,ind_67ee717abbe20a1b,2025/26,2026/27,true,workplan_only,,"[""workplan_only""]",excluded,higher_is_better,percent,survey respondents,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / Other""]",,CB,"[""CB""]",,CB,"[""CB""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""previous_CB"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""workplan_only"",""target_CB"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",2,0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_683"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_684""]",[],2,2,0,Unknown,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Toronto Region
cycle_b237111ee4a5af9e3708,org_8da317d44c92d2eb,ind_74dde4a73dc300cf,2024/25,2025/26,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,minutes,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Other / Dec 2022-Nov 2023""]",137.00,numeric,"[""137.00""]",60.00,numeric,"[""60.00""]",128.82,numeric,"[""128.82""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_595"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_596"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_597"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_598""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_393"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_394"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_395"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_396""]",4,4,0,Implemented,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,3,2,false,true,true,false,Large Community Hospital,Toronto Region
cycle_0463dea1bc20c7ce6d66,org_8da317d44c92d2eb,ind_75571474ad7975af,2024/25,2025/26,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,count,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""In house data collection  / April 2023- March 2024""]",90.00,numeric,"[""90.00""]",81.00,numeric,"[""81.00""]",135.00,numeric,"[""135.00""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_607""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_399""]",1,1,0,Implemented,0,"[""Toronto Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Toronto Region
