cycle_id,primary_category,intervention_category,interventions_in_category,cycle_outcome,target_met,organization_id,indicator_id,hospital_model,region,plan_fiscal_year,ed_scope,analysis_eligible,analysis_exclusion_reason,comparison_eligible,category_count_per_cycle,classified_category_count_per_cycle,single_category_cycle,multi_category_cycle,single_classified_category_cycle,has_unclassified_interventions,intervention_ids
cycle_3bea96293949b9210193,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_81bf474b8a591abb,ind_0646035afd9bba7c,Small Hospital,North West Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_f82363fbe525ffe68019""]"
cycle_71e2c935e5ceaf271f71,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_81bf474b8a591abb,ind_0646035afd9bba7c,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_398ac50b5404df2ba938""]"
cycle_fe0292473e6376c44c95,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_81bf474b8a591abb,ind_06590f50f65eac7e,Small Hospital,North West Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,1,true,false,true,false,"[""intervention_421961c3fe6b463ac733""]"
cycle_486a9fb78b8e004748ca,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_06590f50f65eac7e,Small Hospital,North West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,0,true,false,false,true,"[""intervention_c3ebc2a3aa9f02e75e48""]"
cycle_a46e2d83291066710f64,Training & Education,Training & Education,1,Insufficient data,,org_81bf474b8a591abb,ind_37478f8fb5db2bb6,Small Hospital,North West Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_5b4aa68d2505f2d40602""]"
cycle_2baba109a8ff0a938a45,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_37478f8fb5db2bb6,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_b21af89bc63561cdd6cc""]"
cycle_3c553754701bd72bb3a4,Training & Education,Training & Education,1,Insufficient data,,org_81bf474b8a591abb,ind_3fdbfa1beb8cd349,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_dfcfe33b760e437fd0de""]"
cycle_4c4943d7001607e7accd,Training & Education,Training & Education,2,Insufficient data,,org_81bf474b8a591abb,ind_5314e24f5f6e6912,Small Hospital,North West Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_4136cc9ef11b27e6db0d"",""intervention_c3a7e00cfe25252765e1""]"
cycle_64c72fbd4f5e8551a590,Training & Education,Training & Education,1,Insufficient data,,org_81bf474b8a591abb,ind_5314e24f5f6e6912,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_d0a5e403ba1932b77912""]"
cycle_f7f36ec2d21324f3b511,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_81bf474b8a591abb,ind_54eb9d0a816465e0,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_12b5cc00b6662909e885""]"
cycle_f7f36ec2d21324f3b511,Training & Education,Training & Education,1,Insufficient data,,org_81bf474b8a591abb,ind_54eb9d0a816465e0,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_57850c048c37e3ddc416""]"
cycle_f5cd1cb77d2e85b76893,Bed & Capacity Management,Bed & Capacity Management,1,Insufficient data,,org_81bf474b8a591abb,ind_5b2e1352e31909e8,Small Hospital,North West Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_a49a9ef765166ca69d5f""]"
cycle_8e3c7a617fc4daa9902a,Care Coordination & Communication,Care Coordination & Communication,2,Insufficient data,,org_81bf474b8a591abb,ind_67ee717abbe20a1b,Small Hospital,North West Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_c418598281a8e2b9ba79"",""intervention_e8395c562c60d7e85e04""]"
cycle_8e84a4c97eb003f7ccdb,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_81bf474b8a591abb,ind_67ee717abbe20a1b,Small Hospital,North West Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_fc2934446f139cf50fbb""]"
cycle_3df3e88b4f94f9a91294,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_81bf474b8a591abb,ind_72406ebd03dbf04a,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_74745848b231e5406e99""]"
cycle_3df3e88b4f94f9a91294,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_72406ebd03dbf04a,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_49c023942003811a5a88""]"
cycle_4db699bb4935fd1eb30d,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_73914b4969dcaf1e,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_ac217a694f5b4ffd4691""]"
cycle_22207c6e043a724dfa04,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_7ebd4762b8a6c688,Small Hospital,North West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,0,true,false,false,true,"[""intervention_26b7817e3c9245da25dd""]"
cycle_7415a3845d22efc58c4c,Staffing & Scheduling,Staffing & Scheduling,1,Insufficient data,,org_81bf474b8a591abb,ind_82a43dc15156ac69,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_077842b4c7b24f936c8e""]"
cycle_6ffb097fbd19b61c5d99,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_81bf474b8a591abb,ind_8e570dd628cdcaee,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_fc7dc2f40edd1730f24d""]"
cycle_d545edf439dce9a3b21a,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_81bf474b8a591abb,ind_b487da23c9b558c3,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_7efab043fd67fa09bda6""]"
cycle_d545edf439dce9a3b21a,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_81bf474b8a591abb,ind_b487da23c9b558c3,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_f0abb3b36160733ae8d1""]"
cycle_d2437a054fd2831224fb,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_81bf474b8a591abb,ind_bffd5334f8b46e79,Small Hospital,North West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_9b0d76703023cf2c2e8c""]"
cycle_e5e358decc083af570b9,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_81bf474b8a591abb,ind_c655866f4fdaf5ab,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_ee9b1ab6ced59d2d9f89""]"
cycle_4116cade1d02e9c112d6,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_cd57992e4ca687e8,Small Hospital,North West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_7ec4d3c872f1f9228c1b""]"
cycle_21c49773ca3ae576a0c6,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_81bf474b8a591abb,ind_e666bcb709405e0f,Small Hospital,North West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,1,true,false,true,false,"[""intervention_d33c97936589d78662ac""]"
cycle_e3e4644af9435e27e01c,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_81bf474b8a591abb,ind_e7cd9b5804f1c518,Small Hospital,North West Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_32c4018e4b645d57fcd5""]"
cycle_540369c04345da7dbec4,Ambulance / EMS Flow,Ambulance / EMS Flow,1,Insufficient data,,org_81bf474b8a591abb,ind_ee70b593aad3e4f6,Small Hospital,North West Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_6f2be4b02fbbac83e55e""]"
cycle_037579c3b288e135439b,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_81bf474b8a591abb,ind_ef4a9573ead4ee92,Small Hospital,North West Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,1,true,false,true,false,"[""intervention_9346566d9e9eba680dc2""]"
cycle_bcb8ce3fb21348539552,Other,Other,1,Insufficient data,,org_81bf474b8a591abb,ind_ef4a9573ead4ee92,Small Hospital,North West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,0,true,false,false,true,"[""intervention_f6e9880ad670e17bdb5b""]"
cycle_7c01e453c2cc9c5602c0,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_81bf474b8a591abb,ind_f197a93604c302d2,Small Hospital,North West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,1,1,true,false,true,false,"[""intervention_8d7bdfaf8bb518e0dee5""]"
cycle_f7d1001554df4e6de347,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_84c71dd6340c474d,ind_0646035afd9bba7c,Large Community Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_61012ba2fce6de8731c2""]"
cycle_f7d1001554df4e6de347,Other,Other,1,Insufficient data,,org_84c71dd6340c474d,ind_0646035afd9bba7c,Large Community Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_a1729b20d6f8d8e6537c""]"
cycle_15830b6bf8f10fdae2f1,Discharge & Transition Planning,Discharge & Transition Planning,3,Insufficient data,,org_84c71dd6340c474d,ind_0646035afd9bba7c,Large Community Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_2da1d5d49d35b85ef3a1"",""intervention_76aef224b2ed0a8ac01b"",""intervention_7f9a2b4ffece2379de89""]"
cycle_15830b6bf8f10fdae2f1,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_84c71dd6340c474d,ind_0646035afd9bba7c,Large Community Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_4a1e830ac2114d858c39""]"
cycle_25cdf54baa91bbba62ca,Other,Other,1,Insufficient data,,org_84c71dd6340c474d,ind_37478f8fb5db2bb6,Large Community Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_938f43c59ae9b792331f""]"
cycle_0c882632ee4547058966,Training & Education,Training & Education,1,Insufficient data,,org_84c71dd6340c474d,ind_5314e24f5f6e6912,Large Community Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_8a48a14424aa09eafa3a""]"
cycle_70fb7d3a3e7665252cc4,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_84c71dd6340c474d,ind_67ee717abbe20a1b,Large Community Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_cc7164772bbfcaa13fc9""]"
cycle_334cba4db6dc1d33e789,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",3,Insufficient data,,org_84c71dd6340c474d,ind_67ee717abbe20a1b,Large Community Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_2a5a6b1710bdb219e092"",""intervention_7617d753ecdc718632d5"",""intervention_e00c3d5f6e015aca5ccd""]"
cycle_0523178e7dd589e42ebc,Training & Education,Training & Education,1,Insufficient data,,org_84c71dd6340c474d,ind_db3f6165195a712c,Large Community Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_d49c7363fc07b3ed5a6e""]"
cycle_0a7299f94673594ca989,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_84c71dd6340c474d,ind_ef4a9573ead4ee92,Large Community Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,3,2,false,true,false,true,"[""intervention_9ad3eff4ce2b1f5a1c84""]"
cycle_0a7299f94673594ca989,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_84c71dd6340c474d,ind_ef4a9573ead4ee92,Large Community Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,3,2,false,true,false,true,"[""intervention_e25b4485469ed3d9f6e7""]"
cycle_0a7299f94673594ca989,Other,Other,2,Insufficient data,,org_84c71dd6340c474d,ind_ef4a9573ead4ee92,Large Community Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,3,2,false,true,false,true,"[""intervention_0b8355b47a9bebab4f65"",""intervention_5de6a99998cb89be352d""]"
cycle_e041f57823db4700293c,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_84c71dd6340c474d,ind_f197a93604c302d2,Large Community Hospital,North East Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,false,true,"[""intervention_65e9dd4ca796cf2a37cd""]"
cycle_e041f57823db4700293c,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_84c71dd6340c474d,ind_f197a93604c302d2,Large Community Hospital,North East Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,false,true,"[""intervention_44b4af56079c8ba2b52f""]"
cycle_e041f57823db4700293c,Other,Other,2,Insufficient data,,org_84c71dd6340c474d,ind_f197a93604c302d2,Large Community Hospital,North East Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,false,true,"[""intervention_df0d8184a151caaecb31"",""intervention_ec1679dc996b1427ff7b""]"
cycle_b3b6c310eac57b649d25,Training & Education,Training & Education,3,Insufficient data,,org_84c71dd6340c474d,ind_f8af020bb1ba7138,Large Community Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_06b93df67ffe5e530760"",""intervention_2ae272228d66fe9d7bfa"",""intervention_9619ff6af6106f193e5d""]"
cycle_2fc7153651890c8eff6f,Other,Other,2,Insufficient data,,org_84f7375815ea7cee,ind_4367a3d395d97918,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_162655d80903a4be4912"",""intervention_e05d02d2d4624ecf7eee""]"
cycle_a50ad4b7b48c8406a34d,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_84f7375815ea7cee,ind_67ee717abbe20a1b,Large Community Hospital,Central Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_47cc8248bc2bf83a64b1""]"
cycle_46b635d79ef71d4f6e10,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_84f7375815ea7cee,ind_67ee717abbe20a1b,Large Community Hospital,Central Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_30f98833bb6cc683faf0"",""intervention_aa6d09ce5fa6d6cb6e56""]"
cycle_e696a9cd3fc825b9e809,Other,Other,2,Insufficient data,,org_84f7375815ea7cee,ind_7bc37970ae46f8dd,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_63450ef0522f607dde2b"",""intervention_e4813e317e0ffd14b5f0""]"
cycle_e696a9cd3fc825b9e809,Training & Education,Training & Education,3,Insufficient data,,org_84f7375815ea7cee,ind_7bc37970ae46f8dd,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_40fb1af4485b65e74db1"",""intervention_48e472e1d931d56b9b1e"",""intervention_c09d26086e7042f4a63a""]"
cycle_8ce7e2f72830cdc9b43b,Other,Other,3,Insufficient data,,org_84f7375815ea7cee,ind_cd57992e4ca687e8,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_2ef2e1ceec4f1a92100b"",""intervention_2f1d28567cba843c3a66"",""intervention_6b206eff4e651a3d89fa""]"
cycle_7848ef9adec1cf7d95dd,Other,Other,4,Insufficient data,,org_84f7375815ea7cee,ind_e0af3346cdd12d45,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_090a4c4b13717b73274b"",""intervention_217cfbd46b752dfc6f94"",""intervention_ae82373b49d1d174fdf6"",""intervention_fa50b57eb93768deddc2""]"
cycle_7848ef9adec1cf7d95dd,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_84f7375815ea7cee,ind_e0af3346cdd12d45,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_c3743341d953b2e1ebea""]"
cycle_7848ef9adec1cf7d95dd,Training & Education,Training & Education,1,Insufficient data,,org_84f7375815ea7cee,ind_e0af3346cdd12d45,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_9d817bd9fe7c232e1d73""]"
cycle_fa8cf152f3fb6112e95f,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_84f7375815ea7cee,ind_ee70b593aad3e4f6,Large Community Hospital,Central Region,2025/26,included,false,reporting_period_unverified,false,2,2,false,true,false,false,"[""intervention_fb762c186a8a0f26fac7""]"
cycle_fa8cf152f3fb6112e95f,Ambulance / EMS Flow,Ambulance / EMS Flow,1,Insufficient data,,org_84f7375815ea7cee,ind_ee70b593aad3e4f6,Large Community Hospital,Central Region,2025/26,included,false,reporting_period_unverified,false,2,2,false,true,false,false,"[""intervention_1bb15ab1f7c914038a84""]"
cycle_dd27b1f96e500a8b5869,Other,Other,1,Insufficient data,,org_84f7375815ea7cee,ind_f48b5523a24cf17e,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_07a9432dee86ba84c5d1""]"
cycle_dd27b1f96e500a8b5869,Training & Education,Training & Education,1,Insufficient data,,org_84f7375815ea7cee,ind_f48b5523a24cf17e,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_caec94c1516888271b9f""]"
cycle_47a28fdc30f19b341485,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_86b1ac010d89c0ae,ind_0646035afd9bba7c,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_50fe6b77cf0ade6410c3""]"
cycle_47a28fdc30f19b341485,Other,Other,1,Insufficient data,,org_86b1ac010d89c0ae,ind_0646035afd9bba7c,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_ded31f1632bceb91a015""]"
cycle_53de16a8ba0d311dd5ba,Training & Education,Training & Education,1,Insufficient data,,org_86b1ac010d89c0ae,ind_37478f8fb5db2bb6,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_254fd6a7dca6e75b92ed""]"
cycle_5accdce3725d3a5b77a8,Other,Other,1,Insufficient data,,org_86b1ac010d89c0ae,ind_5314e24f5f6e6912,Small Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_d500c63899d464cf6a18""]"
cycle_67f37db97f31fde2071a,Training & Education,Training & Education,1,Insufficient data,,org_86b1ac010d89c0ae,ind_5314e24f5f6e6912,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_532fc0f7ce073abd5e96""]"
cycle_c6ea299ad69e099c1f50,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_86b1ac010d89c0ae,ind_5b2e1352e31909e8,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_b4ed1dc0c04888041841""]"
cycle_c6ea299ad69e099c1f50,Other,Other,1,Insufficient data,,org_86b1ac010d89c0ae,ind_5b2e1352e31909e8,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_4dd1503d2ff5ae835460""]"
cycle_528ee59eab4f65aac05b,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_86b1ac010d89c0ae,ind_e7cd9b5804f1c518,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,3,3,false,true,false,false,"[""intervention_b74554318e84792beb46""]"
cycle_528ee59eab4f65aac05b,Staffing & Scheduling,Staffing & Scheduling,1,Insufficient data,,org_86b1ac010d89c0ae,ind_e7cd9b5804f1c518,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,3,3,false,true,false,false,"[""intervention_debd61e490fbe0675d82""]"
cycle_528ee59eab4f65aac05b,Training & Education,Training & Education,1,Insufficient data,,org_86b1ac010d89c0ae,ind_e7cd9b5804f1c518,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,3,3,false,true,false,false,"[""intervention_d7b8f1a4657e4ef28096""]"
cycle_9fc0185a6126d737e9ed,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_86b1ac010d89c0ae,ind_ee70b593aad3e4f6,Small Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,1,true,false,true,false,"[""intervention_dedc3d5eb5d6081e1c60""]"
cycle_5e8bbf2e2d3bdbbda27b,Ambulance / EMS Flow,Ambulance / EMS Flow,1,Insufficient data,,org_86b1ac010d89c0ae,ind_ee70b593aad3e4f6,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_8ca6cf88d72caed2c6d4""]"
cycle_5e8bbf2e2d3bdbbda27b,Other,Other,1,Insufficient data,,org_86b1ac010d89c0ae,ind_ee70b593aad3e4f6,Small Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_102f751fc48b22153de7""]"
cycle_05a0a0326ded8180cf93,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_86b1ac010d89c0ae,ind_ef4a9573ead4ee92,Small Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,1,1,true,false,true,false,"[""intervention_95d891daa791f4b812d5""]"
cycle_b64da6e62618b0e3865d,Other,Other,3,Insufficient data,,org_8737cbba335bda39,ind_3fdbfa1beb8cd349,Large Community Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_15fbe95ff06b75c0b311"",""intervention_37b364d00058c6a8952e"",""intervention_90d2ec6e9b9a44b39c96""]"
cycle_b64da6e62618b0e3865d,Staffing & Scheduling,Staffing & Scheduling,1,Insufficient data,,org_8737cbba335bda39,ind_3fdbfa1beb8cd349,Large Community Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_a7e97a53ee3082c99a0a""]"
cycle_c23d77b4f7a822eae32b,Training & Education,Training & Education,1,Insufficient data,,org_8737cbba335bda39,ind_5314e24f5f6e6912,Large Community Hospital,North East Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_5a1f0f12b00f8ba9773d""]"
cycle_bd3be11a25e8cdd549dc,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_8737cbba335bda39,ind_5aad2b87a6cfd703,Large Community Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_b29ab2207a4fa660bf54""]"
cycle_fe21568971516f036ff7,Surge Management,Surge Management,1,Insufficient data,,org_8737cbba335bda39,ind_5b2e1352e31909e8,Large Community Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_13a9a7d176136c1cff24""]"
cycle_1fdd28a9023ee7fdd1af,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_8737cbba335bda39,ind_a6fc582787b7e3ac,Large Community Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_a22bdade6c0888394b65""]"
cycle_533d4e99cd0c211184ef,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_8737cbba335bda39,ind_e7cd9b5804f1c518,Large Community Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,1,1,true,false,true,false,"[""intervention_66bdb2e521b302967f70""]"
cycle_09711762c6a5710ea54f,Other,Other,1,Insufficient data,,org_8737cbba335bda39,ind_ee70b593aad3e4f6,Large Community Hospital,North East Region,2025/26,included,false,reporting_period_unverified,false,1,0,true,false,false,true,"[""intervention_31cd6b3276f192a16771""]"
cycle_d53c4087baf1c6818bf0,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_8737cbba335bda39,ind_ef4a9573ead4ee92,Large Community Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,2,1,false,true,false,true,"[""intervention_4d83bedb156f568726ad"",""intervention_df2fd734197ac9a4e98a""]"
cycle_d53c4087baf1c6818bf0,Other,Other,1,Insufficient data,,org_8737cbba335bda39,ind_ef4a9573ead4ee92,Large Community Hospital,North East Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,2,1,false,true,false,true,"[""intervention_0dc148cea4e3f4f1a8f2""]"
cycle_2f1ae816fb9a6dc474dd,Admission & Transfer Process,Admission & Transfer Process,2,Insufficient data,,org_87dc3b21fcebf367,ind_0dea253110933392,Small Hospital,North East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_14c32c5789521ab0e521"",""intervention_1b0ed16f49d08a8dbbe6""]"
cycle_e37207ad5f2619ae39c5,Other,Other,3,Insufficient data,,org_87dc3b21fcebf367,ind_2e6eb4906d494d74,Small Hospital,North East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_7085e325856408370bf2"",""intervention_8375311813a822361e32"",""intervention_b41db091281855484e78""]"
cycle_213bcd4b891f719f82a2,Other,Other,2,Insufficient data,,org_87dc3b21fcebf367,ind_5314e24f5f6e6912,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_0c07ad0f69bf56962720"",""intervention_1e1cd89dea89524acf63""]"
cycle_213bcd4b891f719f82a2,Training & Education,Training & Education,1,Insufficient data,,org_87dc3b21fcebf367,ind_5314e24f5f6e6912,Small Hospital,North East Region,2025/26,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_cd275f825eb5e11c449b""]"
